ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p01	leafcutter_p_value	jum_p_value	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	RegP	TotalCountG1	TotalCountG2
ASM1859	4	18	5625	6345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.629955465	58.66666667	60.33333333
ASM1860	9	16	1629	4172	NA	NA	1	0.11	0.407	0.105	NA	NA	NA	0.886666667	0.905	NA	NA	0.995	0.998	NA	0	0
ASM1861	3	4	246	322	0.012413281	NA	2.03E-05	NA	NA	0.115	NA	0.892934305	0.617280765	0.902333333	0.642666667	NA	NA	NA	NA	NA	7	3
ASM1862	5	14	0	246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.666666667	0
ASM1863	3	5	0	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.333333333	0
ASM1864	2	5	49	6	0.740327566	NA	NA	NA	NA	NA	NA	0.994897654	0.687065255	NA	NA	NA	NA	NA	NA	NA	0.333333333	2
ASM1865	5	10	2131	1019	0.106520539	0.114908979	NA	2.01E-05	NA	0.382	NA	0.695345206	0.652602716	NA	NA	0.901461988	0.804096869	0.994	0.99	0.021026226	22	51.33333333
ASM1866	5	25	2016	7632	0.798644239	0.040161228	0.99	NA	NA	0.105	NA	0.541889915	0.42874251	0.528	0.577666667	0.525641026	0.485479798	NA	NA	0.649945424	42.66666667	12.66666667
ASM1867	4	9	247	1072	0.744325906	0.041267387	NA	NA	NA	NA	NA	0.744251057	0.800145734	NA	NA	0.525641026	0.484373639	NA	NA	0.649945419	42.66666667	12.66666667
ASM1868	2	3	10348	9084	0.80291986	NA	NA	5.63E-11	NA	NA	NA	0.983657426	0.97501015	NA	NA	NA	NA	0.988	0.981	0.7525917	182	221
ASM1869	2	18	14004	12991	1	NA	NA	8.30E-18	NA	NA	NA	0.618205326	0.609435773	NA	NA	NA	NA	0.998	0.999	0.7525917	182	221
ASM1870	2	3	17067	23982	0.784686831	0.007171666	0.877	0.0192	0.798	0.0926	SE	0.539468998	0.555793677	0.577	0.602666667	0.59035163	0.583179964	0.57	0.606	0.847483235	128.6666667	96
ASM1871	2	4	187	266	0.514720113	NA	NA	NA	NA	NA	NA	0.991535589	0.949979005	NA	NA	NA	NA	NA	NA	NA	0.333333333	0.666666667
ASM1872	2	5	2461	4132	0.290250962	0.022900972	NA	0.059	NA	0.0398	NA	0.848420517	0.846058619	NA	NA	0.840528342	0.863429314	0.95	0.881	0.461241251	151.3333333	98.33333333
ASM1873	2	5	1379	2224	0.067171642	0.022900972	NA	2.66E-09	NA	NA	NA	0.765154288	0.900698871	NA	NA	0.840528342	0.863429314	0.998	0.998	0.461241251	151.3333333	98.33333333
ASM1874	7	22	3023	1674	2.77E-05	NA	0.0623	0.103	NA	0.129	NA	0.826631139	0.712573696	0.594	0.597333333	NA	NA	0.995	0.992	NA	0	0.666666667
ASM1875	3	6	178	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	3.666666667
ASM1876	12	21	5032	8104	0.409227231	0.090740741	0.00129	0.758	NA	0.107	NA	0.57721814	0.635953598	0.946466667	0.972333333	0.842592593	0.933333333	0.995	0.997	0.33848428	9.333333333	11
ASM1877	3	5	268	468	0.909394085	NA	1	5.81E-05	NA	0.0716	NA	0.506001113	0.522359569	0.771666667	0.813666667	NA	NA	0.988	0.994	0.292788382	16.66666667	7.666666667
ASM1878	4	5	223	433	0.914147261	0.082482945	0.0389	NA	NA	NA	NA	0.932059414	0.910176349	0.947	0.944666667	0.919457735	0.83697479	NA	NA	0.200231649	34.66666667	18.66666667
ASM1879	7	12	2525	3869	0.630556387	0	0.0456	0.172	0.144	0.0716	NA	0.630203954	0.694295014	0.760166667	0.683	1	1	0.988	0.994	0.999996472	27.33333333	16
ASM1880	11	24	22846	41814	0.577177701	NA	NA	0.0238	0.0347	0.029	NA	0.517512701	0.529639382	NA	NA	NA	NA	1	1	NA	1.666666667	1.666666667
ASM1881	11	16	5801	9555	0.006693821	NA	0.00388	0.0696	0.138	0.0199	NA	0.457447893	0.598190802	0.9595	0.985	NA	NA	0.999	0.999	NA	0	0
ASM1882	2	4	0	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0
ASM1883	2	3	224	145	0.694735327	NA	NA	NA	NA	NA	NA	0.794351027	0.66842136	NA	NA	NA	NA	NA	NA	0.398770845	14	20.33333333
ASM1884	2	4	181	427	0.499924624	0.026533344	NA	NA	NA	0.0784	NA	0.687347713	0.604947594	NA	NA	0.573590982	0.600124326	NA	NA	0.698057765	51	26.66666667
ASM1885	16	32	572	1403	0.015977981	NA	0.154	NA	NA	NA	NA	0.284681849	0.5152782	0.652666667	0.835666667	NA	NA	NA	NA	NA	0.333333333	1.333333333
ASM1886	10	18	18126	21666	0.574994483	0.001251543	0.557	0.00673	0.429	0.0207	NA	0.473986868	0.475419483	0.797333333	0.784833333	0.99408474	0.995336283	0.997	1	0.665460917	356.3333333	329.3333333
ASM1887	2	3	1578	1475	0.911596897	0.018454737	0.89	0.00473	0.869	0.0475	SE	0.673940331	0.683592654	0.674	0.663333333	0.651073113	0.66952785	0.677	0.68	0.560046572	152.3333333	152
ASM1888	19	24	1676	3379	0.999322509	NA	2.59E-05	0.27	0.0352	0.0561	NA	0.363245618	0.321186563	0.807733333	0.764533333	NA	NA	0.995	0.998	NA	11.66666667	4.666666667
ASM1889	14	24	1743	2181	0.000360648	NA	0.22	0.431	0.364	0.0817	NA	0.287699792	0.226727291	0.851666667	0.888777778	NA	NA	0.993	0.995	NA	3	6.333333333
ASM1890	5	6	622	12	0.003656169	NA	NA	NA	NA	NA	NA	0.7195619	0.175766608	NA	NA	NA	NA	NA	NA	NA	0	7
ASM1891	5	15	14110	20750	1	NA	1	8.39E-05	0.943	0.0611	NA	0.601587892	0.5789645	0.944666667	0.944166667	NA	NA	0.999	1	NA	0	0.666666667
ASM1892	10	17	1676	2411	NA	0.086591625	1	0.0521	NA	NA	NA	NA	NA	1	0.963	0.738440304	0.825031928	0.986	0.991	0.209929733	28.33333333	21.66666667
ASM1893	7	9	1099	891	0.884708481	NA	0.00201	0.0275	NA	NA	NA	0.575482694	0.50620433	0.950666667	0.774666667	NA	NA	0.92	0.861	0.258248823	15	20
ASM1894	2	4	275	144	0.516048488	NA	NA	NA	NA	NA	NA	0.966175275	0.99732289	NA	NA	NA	NA	NA	NA	NA	1.666666667	4
ASM1895	14	36	80920	52831	0.001459578	NA	0	1	4.88E-09	0.0207	NA	0.35384534	0.484299769	0.876666667	0.956583333	NA	NA	0.998	0.999	NA	3	11
ASM1896	2	3	1557	1011	0.76517278	NA	NA	NA	NA	NA	NA	0.996291127	0.991402101	NA	NA	NA	NA	NA	NA	NA	0.666666667	0.666666667
ASM1897	11	22	2407	8987	0.000486878	NA	2.74E-05	0.917	0.000251	0.0488	NA	0.466394194	0.406919968	0.844222222	0.771111111	NA	NA	0.995	0.998	NA	0	0
ASM1898	4	5	1041	2576	0.009206048	0.048576902	0.889	0.916	0.0477	0.0478	NA	0.76101908	0.685175137	0.862333333	0.880666667	0.443903319	0.484682942	0.927	0.906	0.505004818	88.66666667	22.33333333
ASM1899	4	19	5552	14080	1.19E-07	0.226191569	NA	0.603	0.0107	0.0352	NA	0.558870666	0.428018824	NA	NA	0.533904205	0.670736861	0.805	0.655	7.81E-07	121.3333333	38.66666667
ASM1900	6	7	583	1794	0.889801912	0.113904604	0.425	0.0623	NA	0.0978	NA	0.539926893	0.4554613	0.929	0.898833333	0.858701861	0.744797257	0.955	0.883	0.009927455	121	42
ASM1901	4	11	1361	4382	0.046467151	0.092491697	1	0.00326	NA	0.0499	NA	0.77865377	0.898418054	1	0.992333333	0.829705679	0.917029418	0.994	0.998	0.004828467	121	42
ASM1902	9	14	25677	27330	NA	0.051510288	0.551	0.0344	0.626	0.0324	NA	NA	NA	0.607666667	0.566	0.532386872	0.49332919	0.927	0.989	0.049323432	225	232.3333333
ASM1903	9	17	18665	34961	0.005888626	NA	0.108	0.0479	0.033	0.0131	NA	0.315374479	0.283836421	0.545333333	0.599666667	NA	NA	0.999	1	NA	3.333333333	3.333333333
ASM1904	5	15	2480	2645	0.502806825	NA	NA	0.00274	NA	0.0698	NA	0.53334347	0.552547805	NA	NA	NA	NA	0.997	0.998	NA	6.333333333	9
ASM1905	16	19	5182	5345	0.000722508	0.105691057	3.12E-08	0.97	0.000272	0.0348	NA	0.213295821	0.19882992	0.796	0.769388889	0.914141414	0.875790425	0.998	0.997	0.999997638	27.66666667	10.33333333
ASM1906	3	18	461	629	0.118168405	NA	0.000406	NA	NA	NA	NA	0.54648818	0.268770112	0.6185	0.793166667	NA	NA	NA	NA	NA	9.666666667	9
ASM1907	2	3	46	55	0.291138666	NA	NA	NA	NA	NA	NA	0.843233113	0.741529756	NA	NA	NA	NA	NA	NA	0.804964382	9	11.66666667
ASM1908	3	9	57	170	1	NA	NA	NA	NA	NA	NA	0.86015843	0.815573813	NA	NA	NA	NA	NA	NA	NA	3.666666667	1
ASM1909	20	29	2502	1296	0.257907108	NA	0.0725	0.115	NA	0.407	NA	0.407328865	0.437939598	0.930833333	0.851166667	NA	NA	0.993	0.989	NA	6.666666667	12
ASM1910	2	3	1688	828	0.598868497	0.05858484	0.103	0.308	0.0779	0.0883	NA	0.896186827	0.847749243	0.878	0.800666667	0.885383847	0.826799007	0.884	0.839	0.048844173	64	146.3333333
ASM1911	7	9	33899	58087	0.075667692	0.03047274	1	0.000458	0.795	0.00933	NA	0.588611057	0.685025412	0.801666667	0.797333333	0.804332881	0.808216762	0.908	0.942	1.10E-10	2759	1668
ASM1912	14	24	5419	6086	0.711244047	NA	0.235	0.105	0.355	0.0372	NA	0.49298915	0.482349797	0.919111111	0.929555556	NA	NA	0.998	0.998	NA	0	0
ASM1913	2	6	470	335	0.121076129	NA	NA	NA	NA	NA	NA	0.578268687	0.829323773	NA	NA	NA	NA	NA	NA	NA	3	5
ASM1914	5	7	3049	3451	0.393530782	0.034130851	0.0092	0.0217	0.581	0.0375	NA	0.525071016	0.534973894	0.944	0.961833333	0.53531896	0.569449811	0.993	0.985	0.152105317	326.3333333	300.3333333
ASM1915	3	8	4483	5316	0.968082761	0.022144153	0.339	0.000685	0.271	0.0293	NA	0.484201315	0.492283465	0.837333333	0.872333333	0.876895868	0.854751715	0.873	0.889	0.165906096	326.3333333	300.3333333
ASM1916	2	3	949	1395	1	0.00531016	1	0.000136	0.755	0.0323	SE	0.946139207	0.941687167	0.931	0.933	0.909233062	0.914543222	0.957	0.944	0.733126732	206.3333333	164
ASM1917	5	17	48447	62020	0.40465797	NA	0.187	0.019	0.204	0.0228	NA	0.55268536	0.512783262	0.742666667	0.706333333	NA	NA	0.883	0.886	NA	0	0
ASM1918	13	23	8835	10962	0.024001037	NA	0.0174	0.235	0.0986	0.0342	NA	0.402498111	0.385442245	0.918166667	0.878833333	NA	NA	0.999	0.999	NA	2.666666667	2.333333333
ASM1919	3	23	5590	9638	0.038116483	0.090317311	NA	0.0357	0.273	0.127	NA	0.643594576	0.547404984	NA	NA	0.714848115	0.624530804	0.692	0.645	0.008028373	183	107
ASM1920	6	16	3108	2615	NA	0.031555222	NA	0.00787	NA	NA	NA	NA	NA	NA	NA	0.982452539	0.950897317	0.994	0.996	0.130260799	47.66666667	57
ASM1921	10	32	6449	834	NA	NA	0.000513	NA	NA	0.0716	NA	NA	NA	0.634222222	0.665555556	NA	NA	NA	NA	0.861674872	7	37
ASM1922	8	14	2361	1025	0.158260495	0.07337318	4.71E-05	0.243	0.194	0.0545	NA	0.376495145	0.273775884	0.661083333	0.71075	0.398257081	0.368640351	0.821	0.917	0.312232593	18.33333333	47
ASM1923	10	20	6586	8222	0.009402934	0	1	0.00313	0.473	0.0396	NA	0.591412306	0.627261241	0.966444444	0.959777778	1	1	0.987	0.975	0.999998528	14	18
ASM1924	4	8	102	41	0.859367631	NA	NA	NA	NA	NA	NA	0.523972812	0.672083918	NA	NA	NA	NA	NA	NA	NA	1	3.666666667
ASM1925	6	6	484	113	0.045470435	0.173062143	0.00013	NA	NA	0.0736	NA	0.134074711	0.426519657	0.821285714	0.925380952	0.407910628	0.234848485	NA	NA	0.065514811	11.33333333	47.33333333
ASM1926	7	13	2499	2666	NA	0.003980634	0.0753	0.442	0.152	0.0484	NA	NA	NA	0.666666667	0.675833333	0.524180782	0.520200148	0.758	0.751	0.964255559	73	81
ASM1927	7	27	8670	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
ASM1928	10	30	4510	4535	NA	0.006856529	0.0997	0.336	0.0719	0.0482	NA	NA	NA	0.606333333	0.669	0.615613107	0.622469636	0.961	0.864	0.912158177	58	58
ASM1929	3	4	142	440	0.018946511	0.253858785	NA	NA	NA	NA	NA	0.995110031	0.734302813	NA	NA	1	0.746141215	NA	NA	0.999997987	27.33333333	7.666666667
ASM1930	2	6	1829	2275	0.632965013	0.039728424	NA	0.142	NA	NA	NA	0.630739178	0.584372794	NA	NA	0.651190979	0.690919403	0.684	0.575	0.321586913	107.6666667	94
ASM1931	2	3	650	794	1	0.000963886	NA	0.0166	0.483	0.0315	NA	0.738586676	0.718080936	NA	NA	0.70470478	0.705668665	0.832	0.784	0.995518542	107.6666667	94
ASM1932	13	23	23763	17640	1	NA	0.078	0.258	0.234	0.0321	NA	0.547898294	0.580880458	0.962666667	0.989333333	NA	NA	1	0.999	NA	8.666666667	5.333333333
ASM1933	11	40	1183	1283	0.56359694	NA	NA	NA	NA	NA	NA	0.528899831	0.494875464	NA	NA	NA	NA	NA	NA	NA	1	0
ASM1934	4	14	117	211	0.12153609	NA	NA	NA	NA	NA	NA	0.411345912	0.376245666	NA	NA	NA	NA	NA	NA	NA	5.666666667	3.333333333
ASM1935	13	29	28051	51268	0.017946736	0.089213749	5.78E-07	0.719	0.000844	0.0194	NA	0.371465215	0.375301822	0.8844	0.927466667	0.776960784	0.687747036	0.999	1	0.429146714	22.33333333	15
ASM1936	2	3	16	60	0.066078119	NA	NA	NA	NA	NA	SE	0.327704622	0.828450449	NA	NA	NA	NA	NA	NA	NA	11.33333333	1
ASM1937	13	34	27059	36546	1	0.067340067	0.0379	0.214	0.0367	0.0275	NA	0.511571957	0.50744064	0.889	0.889466667	0.932659933	1	0.999	1	0.990637528	16	14
ASM1938	11	44	43929	59629	0.137507505	NA	1	0.00144	0.076	0.0912	NA	0.671688471	0.668611181	0.988833333	0.982666667	NA	NA	0.999	0.993	NA	0.333333333	0
ASM1939	3	4	168	42	0.073730063	NA	4.42E-10	NA	NA	NA	NA	0.55142311	0.956131314	0.699	1	NA	NA	NA	NA	NA	2	9.333333333
ASM1940	8	30	9952	4621	NA	0.006821233	0.312	0.0145	NA	0.337	NA	NA	NA	0.588333333	0.633333333	0.829043455	0.822222222	0.905	0.934	0.890153802	24.33333333	54.66666667
ASM1941	2	3	131	37	0.208363985	NA	NA	NA	NA	NA	NA	0.436087438	0.721324617	NA	NA	NA	NA	NA	NA	NA	2.666666667	9
ASM1942	2	3	2263	3876	0.663527053	0.002093997	1	1.56E-15	NA	0.0986	SE	0.984024665	0.987034719	0.985	0.985	0.986014843	0.983920846	0.986	0.988	0.729978177	442.6666667	286.3333333
ASM1943	8	37	9006	13799	NA	NA	NA	0.00581	0.697	0.0357	NA	NA	NA	NA	NA	NA	NA	0.997	0.998	NA	0	0
ASM1944	3	7	382	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	4.666666667
ASM1945	20	32	17358	9063	1	0	8.17E-08	0.615	0.000313	0.0332	NA	0.45797838	0.444010202	0.927533333	0.947733333	1	1	0.999	0.998	0.999996741	20.66666667	34.33333333
ASM1946	2	22	19938	41172	0.871112548	0.006532764	NA	NA	NA	NA	NA	0.930307823	0.936889977	NA	NA	0.941776184	0.93524342	NA	NA	0.646024167	311	158
ASM1947	2	30	9464	20249	0.780095946	0.006532764	NA	NA	NA	NA	NA	0.545986508	0.566366781	NA	NA	0.941776184	0.93524342	NA	NA	0.646024167	311	158
ASM1948	6	26	14006	22415	NA	NA	1	3.17E-09	NA	0.0653	NA	NA	NA	0.9795	0.983333333	NA	NA	0.999	0.999	NA	4	3.333333333
ASM1949	5	11	1049	1330	0.369568775	NA	0.246	NA	NA	NA	NA	0.689777423	0.789229603	0.833333333	0.894	NA	NA	NA	NA	0.99999781	13.33333333	10.66666667
ASM1950	7	11	2076	2419	NA	NA	0.36	0.307	0.282	0.0688	NA	NA	NA	0.633	0.687833333	NA	NA	0.867	0.855	0.887799395	25.66666667	22.33333333
ASM1951	3	5	67	38	0.278981136	NA	NA	NA	NA	NA	NA	0.453674042	0.705962452	NA	NA	NA	NA	NA	NA	NA	0.333333333	1.333333333
ASM1952	11	9	7029	6764	0.999999483	0.091475012	0.342	0.0151	0.256	0.0314	NA	0.900113036	0.893421793	0.923	0.892	0.614085185	0.705560197	0.945	0.937	0.000274455	220.6666667	261.6666667
ASM1953	20	27	2856	4669	0.00034251	NA	0.00105	0.91	NA	0.16	NA	0.328018169	0.218367785	0.909142857	0.942238095	NA	NA	0.988	0.994	NA	5.333333333	1.666666667
ASM1954	13	22	2515	4286	0.007107307	NA	0.19	0.0123	NA	0.294	NA	0.660520794	0.643368769	0.978333333	0.9815	NA	NA	0.996	0.998	NA	0.666666667	0.333333333
ASM1955	13	16	2839	1328	0.213594439	NA	0.26	0.0701	0.331	0.0477	NA	0.564499419	0.543661248	0.941	0.877066667	NA	NA	0.985	0.981	NA	0.666666667	0.333333333
ASM1956	11	17	3582	2611	2.68E-07	NA	0.0067	0.832	NA	0.0951	NA	0.370127931	0.501934517	0.760333333	0.751833333	NA	NA	0.991	0.986	0.999995417	17.33333333	35
ASM1957	11	18	8815	4925	0.824345552	NA	0.0472	0.375	0.782	0.0465	NA	0.685006609	0.641123335	0.844666667	0.809166667	NA	NA	0.998	0.995	NA	0.333333333	0
ASM1958	3	6	446	217	0.788702789	NA	NA	NA	NA	NA	NA	0.974921629	0.993074822	NA	NA	NA	NA	NA	NA	NA	1	3.666666667
ASM1959	18	36	14554	21084	0.016933139	0.144502475	1	0.0481	0.0113	0.0253	NA	0.371051593	0.381414514	1	0.995	0.716931217	0.861433692	0.995	0.992	0.035944053	26.66666667	20
ASM1960	14	38	97089	41447	0.064583639	NA	0.413	3.29E-08	0.0193	0.0189	NA	0.503567374	0.501880354	0.983083333	0.983833333	NA	NA	1	0.999	NA	6	9.666666667
ASM1961	18	48	21053	34690	0	NA	0	1	3.59E-16	0.0481	NA	0.327128184	0.38503834	0.8425	0.739666667	NA	NA	0.998	0.999	NA	0	0.333333333
ASM1962	11	15	7662	5521	0.000629796	0	0.00991	0.995	0.0116	0.035	NA	0.349094378	0.433075463	0.707888889	0.723555556	1	1	0.883	0.877	0.999995972	32.33333333	17.33333333
ASM1963	7	18	4782	6859	0.432428099	NA	NA	0.114	NA	NA	NA	0.715222603	0.709212018	NA	NA	NA	NA	0.975	0.98	NA	0	0
ASM1964	3	12	1351	350	0.267549427	0.107917167	0.91	NA	NA	0.148	NA	0.582700137	0.46334992	0.577666667	0.525333333	0.400784587	0.441025641	NA	NA	0.181863527	13.66666667	64.33333333
ASM1965	2	3	410	0	NA	NA	NA	NA	NA	NA	SE	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10
ASM1966	2	4	82	0	NA	NA	NA	NA	NA	NA	ASS	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10
ASM1967	2	3	44	64	0.000535778	NA	1.27E-14	NA	NA	NA	NA	0.988493705	0.318578898	1	0.742333333	NA	NA	NA	NA	NA	7.666666667	5
ASM1968	2	3	33	117	0.339529022	NA	NA	NA	NA	NA	SE	0.773497377	0.445395191	NA	NA	NA	NA	NA	NA	NA	7	3.666666667
ASM1969	15	34	8151	10711	0.039097009	0.107983595	0.536	0.0693	0.304	0.0539	NA	0.402184874	0.402119306	0.946666667	1	0.547447888	0.623304577	0.996	0.997	0.012531393	85	76
ASM1970	14	37	1536	991	0.050506778	NA	0.533	NA	NA	NA	NA	0.508029046	0.520323401	0.869777778	0.909333333	NA	NA	NA	NA	NA	0	0
ASM1971	13	39	55903	65918	0.426152757	0.015352202	0.21	0.986	0.0534	0.0238	NA	0.462179984	0.453101379	0.884333333	0.864	0.436599027	0.451951229	0.999	0.999	0.234464974	1005	918.6666667
ASM1972	5	8	4065	3795	0.120017162	NA	0.246	3.38E-05	NA	0.235	NA	0.918260479	0.838591477	0.985	0.954	NA	NA	0.983	0.985	0.029905351	124.3333333	143.6666667
ASM1973	14	29	59640	214831	1	NA	1.11E-05	0.00332	6.95E-08	0.0112	NA	0.498047053	0.500420861	0.972166667	0.953333333	NA	NA	0.999	1	NA	7.666666667	9.666666667
ASM1974	5	8	9561	24436	0.398477446	2.75E-05	NA	7.05E-24	8.35E-08	0.0345	NA	0.576087197	0.619185926	NA	NA	0.996029713	0.996057166	1	1	0.959011547	601.3333333	267
ASM1975	9	20	2607	1363	0.411225156	NA	0.0105	NA	NA	0.0969	NA	0.303584317	0.298831432	0.798333333	0.545	NA	NA	NA	NA	NA	4.666666667	9
ASM1976	7	10	2123	2407	0.023765455	0.080808081	0.496	0.144	0.651	0.101	NA	0.401412632	0.269274535	0.7955	0.799583333	0.583261183	0.624913684	0.962	0.915	0.978538388	34.66666667	33.66666667
ASM1977	3	5	1066	2247	0.197115351	0.117869288	0.187	0.057	0.826	0.0361	NA	0.688732255	0.604431978	0.912333333	0.956	0.812445737	0.930315026	0.899	0.943	0.000458451	88.66666667	45
ASM1978	20	30	57586	46273	0.082453269	0	0.0196	0.0843	0.00174	0.0118	NA	0.411772897	0.406852446	0.882142857	0.865666667	1	1	0.997	1	0.999996603	11.66666667	16.66666667
ASM1979	7	10	4159	4039	0.984756635	NA	0.201	0.0704	NA	0.302	NA	0.789170724	0.813447941	0.908	0.853	NA	NA	0.945	0.862	0.319419674	52.66666667	60
ASM1980	3	4	787	714	0.4424936	0.141025821	NA	0.721	0.00277	0.0394	NA	0.637205856	0.553430488	NA	NA	0.655184983	0.546403659	0.648	0.488	0.005284874	52.66666667	60
ASM1981	7	18	11751	21498	0.3855688	NA	NA	0.197	0.18	0.103	NA	0.842441305	0.853162047	NA	NA	NA	NA	0.996	0.992	NA	2.333333333	2.333333333
ASM1982	11	44	30422	8846	0.383944407	NA	0.873	0.375	0.0557	0.0296	NA	0.803151688	0.796860922	0.807333333	0.807111111	NA	NA	0.994	0.997	NA	0	0
ASM1983	17	27	103157	72747	0.313673776	NA	0.0471	0.488	1.20E-13	0.00662	NA	0.314917235	0.325060012	0.992666667	0.981833333	NA	NA	1	1	NA	1	4.333333333
ASM1984	11	22	9399	4173	0.00107401	0.158202666	0.0772	0.0664	0.759	0.0379	NA	0.73553853	0.837304491	0.7885	0.793166667	0.653794421	0.811997087	0.998	0.997	0.000443626	50.33333333	120.3333333
ASM1985	17	21	2313	2068	0.009408781	NA	0.000287	0.785	0.00126	0.0479	NA	0.339045581	0.467964211	0.883481481	0.880925926	NA	NA	0.989	0.993	NA	0.333333333	1.333333333
ASM1986	12	15	7463	11142	6.70E-06	0.110822468	0.0156	0.526	0.0236	0.0484	NA	0.526897487	0.307720267	0.883333333	0.826733333	0.47722082	0.588043288	0.998	0.999	0.004383856	164.6666667	102
ASM1987	9	26	6914	9465	NA	0.041474032	NA	0.706	0.588	0.0263	NA	NA	NA	NA	NA	0.830271372	0.871745404	0.996	0.997	0.300058934	73.33333333	63.33333333
ASM1988	10	20	2618	2599	NA	NA	0.0374	0.0978	NA	NA	NA	NA	NA	0.808666667	0.830111111	NA	NA	0.984	0.989	0.999997912	13	16
ASM1989	4	5	2985	3917	0.003919572	0.044327452	4.96E-06	0.448	4.23E-05	0.0125	NA	0.469966752	0.45854534	0.643833333	0.555333333	0.938161895	0.982489347	0.66	0.658	0.002890326	171.3333333	76.33333333
ASM1990	19	27	4083	4059	0.115248415	NA	9.39E-08	0.866	0.0868	0.051	NA	0.237018685	0.372377649	0.795333333	1	NA	NA	0.995	0.997	NA	2.666666667	3
ASM1991	9	17	304	276	0.889555305	NA	0.557	NA	NA	NA	NA	0.183032505	0.5323727	0.6075	0.8495	NA	NA	NA	NA	NA	5.666666667	6.666666667
ASM1992	18	22	5661	6362	7.85E-09	NA	2.46E-09	0.999	0.000323	0.0411	NA	0.480150978	0.541363662	0.883388889	0.833666667	NA	NA	0.997	0.997	NA	0	0
ASM1993	4	19	25565	16827	NA	0.058026953	NA	3.94E-11	NA	NA	NA	NA	NA	NA	NA	0.95239533	0.894368377	0.998	0.997	0.004484504	88	140
ASM1994	8	22	4261	7303	0.014492284	0.14965035	0.463	0.00421	0.521	0.048	NA	0.379482148	0.396077462	0.901333333	0.936333333	0.683682984	0.833333333	0.996	0.998	0.048278098	20	18.33333333
ASM1995	16	28	5795	7317	1	0.016253621	0.578	0.00639	0.239	0.0474	NA	0.731456301	0.743613964	0.7915	0.824666667	0.967837288	0.968768769	0.987	0.993	0.330129541	41.66666667	41
ASM1996	2	3	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6.333333333
ASM1997	11	46	9236	10969	0.016879436	NA	0.1	0.00141	NA	NA	NA	0.416965015	0.422906594	0.971	0.973222222	NA	NA	0.995	0.996	NA	7	9.666666667
ASM1998	7	7	4164	4539	0.99818091	0.000736562	1	0.00219	0.75	0.046	NA	0.764873968	0.747995504	0.94625	0.947	0.744386985	0.745123547	0.999	0.999	0.995488171	664.3333333	700.6666667
ASM1999	10	23	11702	24666	NA	0.026746791	1	0.000388	0.243	0.11	NA	NA	NA	0.984888889	0.989888889	0.914374253	0.941121044	0.999	0.999	0.01894528	483	249
ASM2000	2	4	1156	746	0.62933897	NA	NA	NA	NA	NA	NA	0.611041777	0.548782057	NA	NA	NA	NA	NA	NA	0.99999378	53.33333333	81.66666667
ASM2001	2	12	26461	18302	0.125502261	NA	NA	0.000213	NA	NA	NA	0.999595116	0.98062705	NA	NA	NA	NA	0.997	0.996	0.99999378	53.33333333	81.66666667
ASM2002	2	8	3930	4323	0.748631511	NA	NA	NA	NA	NA	NA	0.996918313	0.996196307	NA	NA	NA	NA	NA	NA	0.999999953	25.66666667	25.66666667
ASM2003	10	24	423	362	NA	NA	NA	NA	NA	0.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
ASM2004	8	24	5019	10615	0.187419	0.026176488	NA	0.051	NA	0.0475	NA	0.312689326	0.309279605	NA	NA	0.557821935	0.56907298	0.992	0.912	0.214958155	449.3333333	228
ASM2005	2	3	277	299	0.78189933	NA	0.759	0.0286	NA	0.0997	SE	0.74275194	0.804012715	0.798	0.843333333	NA	NA	0.819	0.768	0.576482131	27	22.66666667
ASM2006	3	4	610	652	0.905239904	0.03207047	0.441	0.0806	0.828	0.103	NA	0.517245753	0.560773528	0.724	0.712333333	0.508684621	0.540755091	0.865	0.878	0.560182102	49.33333333	60.33333333
ASM2007	6	12	1747	1334	0.364821524	0.007936508	0.403	0.0247	NA	0.194	NA	0.521999713	0.427948642	0.923583333	0.89725	1	0.992063492	0.986	0.992	0.999995145	42.33333333	53.33333333
